"year_loc","layer","KL","LL"
"2017-GAH2",2,0.0491238451846789,0.08842312
"2017-GAH2",3,0.0402192027621384,0.08842312
"2017-GAH2",4,0.0329286981656416,0.15869357215
"2017-GAH2",5,0.0269597378470333,0.15869357215
"2017-GAH2",6,0.0220727664702865,0.15869357215
"2017-GAH2",7,0.0180716527147321,0.0671716504
"2017-GAH2",8,0.0147958178364964,0.0671716504
"2017-GAH2",9,0.0121137910796793,0.0671716504
"2017-GAH2",10,0.00991793329329519,0.0671716504
"2017-IAH4",1,0.06,0.127379542
"2017-IAH4",2,0.0491238451846789,0.127379542
"2017-IAH4",3,0.0402192027621384,0.12725437
"2017-IAH4",4,0.0329286981656416,0.127035319
"2017-IAH4",5,0.0269597378470333,0.127035319
"2017-IAH4",6,0.0220727664702865,0.127035319
"2017-IAH4",7,0.0180716527147321,0.127035319
"2017-IAH4",8,0.0147958178364964,0.09093796
"2017-IAH4",9,0.0121137910796793,0.09093796
"2017-IAH4",10,0.00991793329329519,0.09093796
"2017-ILH1",1,0.06,0.15978085
"2017-ILH1",2,0.0491238451846789,0.15978085
"2017-ILH1",3,0.0402192027621384,0.187604203
"2017-ILH1",4,0.0329286981656416,0.187604203
"2017-ILH1",5,0.0269597378470333,0.198580636
"2017-ILH1",6,0.0220727664702865,0.180865264
"2017-ILH1",7,0.0180716527147321,0.1691194792
"2017-ILH1",8,0.0147958178364964,0.1691194792
"2017-ILH1",9,0.0121137910796793,0.1691194792
"2017-ILH1",10,0.00991793329329519,0.1691194792
"2017-INH1",1,0.06,0.187653109
"2017-INH1",2,0.0491238451846789,0.187653109
"2017-INH1",3,0.0402192027621384,0.187653109
"2017-INH1",4,0.0329286981656416,0.204249856
"2017-INH1",5,0.0269597378470333,0.204249856
"2017-INH1",6,0.0220727664702865,0.115735354
"2017-INH1",7,0.0180716527147321,0.09162481
"2017-INH1",8,0.0147958178364964,0.09162481
"2017-INH1",9,0.0121137910796793,0.09162481
"2017-INH1",10,0.00991793329329519,0.09162481
"2017-MIH1",1,0.06,0.0975608356
"2017-MIH1",2,0.0491238451846789,0.0975608356
"2017-MIH1",3,0.0402192027621384,0.168651247
"2017-MIH1",4,0.0329286981656416,0.1921834576
"2017-MIH1",5,0.0269597378470333,0.1921834576
"2017-MIH1",6,0.0220727664702865,0.1454686744
"2017-MIH1",7,0.0180716527147321,0.1454686744
"2017-MIH1",8,0.0147958178364964,0.1454686744
"2017-MIH1",9,0.0121137910796793,0.1454562256
"2017-MIH1",10,0.00991793329329519,0.1454562256
"2017-MNH1",1,0.06,0.18140494
"2017-MNH1",2,0.0491238451846789,0.18140494
"2017-MNH1",3,0.0402192027621384,0.18114388
"2017-MNH1",4,0.0329286981656416,0.18114388
"2017-MNH1",5,0.0269597378470333,0.1805429575
"2017-MNH1",6,0.0220727664702865,0.1805429575
"2017-MNH1",7,0.0180716527147321,0.1805429575
"2017-MNH1",8,0.0147958178364964,0.1270833985
"2017-MNH1",9,0.0121137910796793,0.1270833985
"2017-MNH1",10,0.00991793329329519,0.1270833985
"2017-NYH1",1,0.06,0.117874222
"2017-NYH1",2,0.0491238451846789,0.117874222
"2017-NYH1",3,0.0402192027621384,0.133849669
"2017-NYH1",4,0.0329286981656416,0.133849669
"2017-NYH1",5,0.0269597378470333,0.133849669
"2017-NYH1",6,0.0220727664702865,0.133849669
"2017-NYH1",7,0.0180716527147321,0.103964626
"2017-NYH1",8,0.0147958178364964,0.103964626
"2017-NYH1",9,0.0121137910796793,0.103964626
"2017-NYH1",10,0.00991793329329519,0.103964626
"2017-NYH2",1,0.06,0.117874222
"2017-NYH2",2,0.0491238451846789,0.117874222
"2017-NYH2",3,0.0402192027621384,0.133849669
"2017-NYH2",4,0.0329286981656416,0.133849669
"2017-NYH2",5,0.0269597378470333,0.133849669
"2017-NYH2",6,0.0220727664702865,0.133849669
"2017-NYH2",7,0.0180716527147321,0.103964626
"2017-NYH2",8,0.0147958178364964,0.103964626
"2017-NYH2",9,0.0121137910796793,0.103964626
"2017-NYH2",10,0.00991793329329519,0.103964626
"2017-NYH3",1,0.06,0.117874222
"2017-NYH3",2,0.0491238451846789,0.117874222
"2017-NYH3",3,0.0402192027621384,0.133849669
"2017-NYH3",4,0.0329286981656416,0.133849669
"2017-NYH3",5,0.0269597378470333,0.133849669
"2017-NYH3",6,0.0220727664702865,0.133849669
"2017-NYH3",7,0.0180716527147321,0.103964626
"2017-NYH3",8,0.0147958178364964,0.103964626
"2017-NYH3",9,0.0121137910796793,0.103964626
"2017-NYH3",10,0.00991793329329519,0.103964626
"2017-TXH1-Dry",1,0.06,0.3934129915
"2017-TXH1-Dry",2,0.0491238451846789,0.3934129915
"2017-TXH1-Dry",3,0.0402192027621384,0.3934129915
"2017-TXH1-Dry",4,0.0329286981656416,0.3934129915
"2017-TXH1-Dry",5,0.0269597378470333,0.3822053095
"2017-TXH1-Dry",6,0.0220727664702865,0.3822053095
"2017-TXH1-Dry",7,0.0180716527147321,0.3822053095
"2017-TXH1-Dry",8,0.0147958178364964,0.3822053095
"2017-TXH1-Dry",9,0.0121137910796793,0.354318601
